Sensor Latitude,Sensor Longitude,Precision Time Stamp
53.93203355,13.05859909,1745627836000
53.93203595,13.05860084,1745627937000
53.93203839,13.05860284,1745628038000
53.93204058,13.05860478,1745628140000
53.93204288,13.0586069,1745628243000
53.93204476,13.05860871,1745628344000
53.93204704,13.05861098,1745628445000
53.93204918,13.05861312,1745628547000
53.93205137,13.0586154,1745628649000
53.93205348,13.05861765,1745628750000
53.93205568,13.05861981,1745628851000
53.93205755,13.05862193,1745628952000
53.93205921,13.05862386,1745629053000
53.93206033,13.05862521,1745629156000
53.93206094,13.05862611,1745629257000
53.93206156,13.05862679,1745629359000
53.93206205,13.0586273,1745629460000
53.93206237,13.05862761,1745629561000
53.9320624,13.05862733,1745629662000
53.9320624,13.05862733,1745629763000
53.93206269,13.05862673,1745629865000
53.93206269,13.05862673,1745629966000
53.93206325,13.05862513,1745630067000
53.93206361,13.05862481,1745630168000
53.93206404,13.05862448,1745630270000
53.93206445,13.05862414,1745630372000
53.93206546,13.058624,1745630474000
53.9320658,13.05862372,1745630575000
53.9320658,13.05862372,1745630677000
53.93206636,13.05862327,1745630778000
53.93206636,13.05862327,1745630879000
53.93206679,13.05862319,1745630980000
53.93206691,13.05862286,1745631081000
53.93206702,13.05862239,1745631182000
53.93206725,13.05862155,1745631284000
53.9320674,13.05862079,1745631386000
53.93206751,13.05861993,1745631487000
53.93206761,13.05861898,1745631589000
53.93206769,13.0586176,1745631691000
53.93206771,13.05861661,1745631793000
53.93206775,13.0586158,1745631895000
53.93206777,13.05861502,1745631996000
53.9320678,13.05861419,1745632097000
53.93206797,13.05861295,1745632199000
53.93206789,13.05861203,1745632300000
53.93206775,13.05861102,1745632402000
53.9320675,13.05861007,1745632504000
53.93206707,13.05860926,1745632606000
53.93206673,13.05860819,1745632707000
53.93206633,13.05860707,1745632810000
53.93206588,13.05860597,1745632912000
53.93206588,13.05860597,1745633013000
53.93206475,13.05860353,1745633114000
53.93206412,13.05860246,1745633215000
53.93206343,13.05860149,1745633316000
53.9320626,13.05860026,1745633418000
53.93206177,13.05859945,1745633519000
53.93206086,13.05859868,1745633622000
53.93205995,13.05859809,1745633723000
53.93205895,13.0585976,1745633828000
53.93205774,13.05859753,1745633933000
53.93205663,13.05859737,1745634042000
53.93205561,13.05859732,1745634143000
53.93205447,13.05859748,1745634244000
53.93205343,13.05859771,1745634347000
53.93205343,13.05859771,1745634448000
53.93205071,13.05859917,1745634549000
53.93204924,13.05860034,1745634651000
53.93204748,13.05860222,1745634753000
53.9320459,13.05860397,1745634854000
53.93204437,13.05860587,1745634955000
53.93204279,13.05860808,1745635056000
53.93204113,13.0586105,1745635158000
53.93203969,13.05861311,1745635259000
53.93203842,13.05861577,1745635359000
53.93203718,13.05861877,1745635462000
53.93203617,13.05862186,1745635563000
53.93203533,13.05862524,1745635664000
53.93203449,13.05862875,1745635766000
53.93203373,13.0586326,1745635867000
53.93203314,13.0586364,1745635970000
53.93203264,13.05864068,1745636071000
53.93203238,13.05864474,1745636173000
53.93203236,13.05865324,1745636274000
53.93203286,13.05865782,1745636375000
53.93203335,13.05866215,1745636476000
53.93203404,13.05866667,1745636580000
53.93203488,13.05867083,1745636681000
53.93203607,13.05867551,1745636783000
53.93203719,13.05867937,1745636884000
53.93203848,13.05868329,1745636986000
53.93203984,13.05868685,1745637088000
53.93204136,13.05869048,1745637191000
53.93204321,13.05869397,1745637292000
53.93204501,13.05869759,1745637393000
53.93204668,13.05870073,1745637495000
53.93204853,13.05870392,1745637597000
53.93205026,13.0587067,1745637698000
53.93205234,13.0587098,1745637799000
53.93205455,13.05871267,1745637900000
53.93205694,13.05871562,1745638003000
53.9320595,13.05871845,1745638104000
53.93206197,13.05872132,1745638205000
53.93206439,13.05872414,1745638306000
53.932067,13.05872709,1745638408000
53.93206985,13.05873017,1745638510000
53.93207265,13.05873316,1745638611000
53.93207534,13.05873592,1745638715000
53.93207534,13.05873592,1745638818000
53.93208112,13.05874167,1745638922000
53.93208112,13.05874167,1745639024000
53.9320872,13.05874805,1745639126000
53.93209037,13.05875145,1745639228000
53.9320934,13.05875466,1745639329000
53.93209673,13.05875838,1745639432000
53.93209978,13.05876188,1745639533000
53.93210299,13.05876563,1745639634000
53.93210607,13.05876927,1745639737000
53.9321093,13.05877347,1745639839000
53.93211246,13.05877713,1745639942000
53.93211583,13.058781,1745640043000
53.93211905,13.05878472,1745640144000
53.93212246,13.0587888,1745640246000
53.93212577,13.05879254,1745640347000
53.93212926,13.05879654,1745640448000
53.93213257,13.0588004,1745640550000
53.93213606,13.05880455,1745640651000
53.93213921,13.05880801,1745640753000
53.93214259,13.0588123,1745640854000
53.93214585,13.05881659,1745640955000
53.93214927,13.05882117,1745641056000
53.93215267,13.05882615,1745641160000
53.93215606,13.05883096,1745641263000
53.93216228,13.05884003,1745641364000
53.93216228,13.05884003,1745641465000
53.93216523,13.05884461,1745641567000
53.93216839,13.05884941,1745641669000
53.9321744,13.05885906,1745641770000
53.9321744,13.05885906,1745641871000
53.9321799,13.05886871,1745641974000
53.93218271,13.05887402,1745642076000
53.9321856,13.05887971,1745642177000
53.93218831,13.05888525,1745642279000
53.93219123,13.05889136,1745642382000
53.93219377,13.05889718,1745642483000
53.93219635,13.05890343,1745642584000
53.93219873,13.05890952,1745642686000
53.93220064,13.05891542,1745642788000
53.93220271,13.05892165,1745642890000
53.93220476,13.05892828,1745642991000
53.93220655,13.05893449,1745643093000
53.93220826,13.05894109,1745643194000
53.93220984,13.05894732,1745643297000
53.93221146,13.05895386,1745643398000
53.93221294,13.05895994,1745643500000
53.93221433,13.05896609,1745643601000
53.93221575,13.05897209,1745643703000
53.93221725,13.05897845,1745643805000
53.93221876,13.05898456,1745643914000
53.93222038,13.058991,1745644015000
53.9322223,13.05899699,1745644117000
53.93222415,13.05900363,1745644219000
53.93222589,13.0590099,1745644322000
53.93222773,13.05901651,1745644423000
53.93222973,13.05902288,1745644525000
53.9322317,13.05902942,1745644626000
53.93223362,13.05903545,1745644727000
53.93223568,13.05904168,1745644828000
53.93223795,13.05904789,1745644929000
53.93224014,13.05905419,1745645031000
53.9322423,13.05906012,1745645133000
53.93224459,13.05906633,1745645235000
53.93224691,13.05907178,1745645337000
53.93224925,13.05907781,1745645438000
53.93225147,13.05908347,1745645539000
53.93225383,13.05908934,1745645640000
53.93225616,13.05909495,1745645741000
53.93225878,13.05910101,1745645842000
53.93226105,13.05910638,1745645943000
53.93226354,13.05911226,1745646045000
53.93226589,13.05911768,1745646147000
53.93226844,13.05912332,1745646249000
53.93227079,13.05912857,1745646352000
53.93227321,13.05913396,1745646453000
53.93227543,13.05913891,1745646555000
53.93227774,13.059144,1745646658000
53.9322799,13.05914866,1745646759000
53.93228215,13.05915347,1745646861000
53.9322844,13.05915812,1745646965000
53.93228676,13.05916273,1745647066000
53.93228895,13.05916725,1745647167000
53.93229346,13.05917625,1745647268000
53.93229583,13.05918074,1745647369000
53.9322985,13.05918496,1745647471000
53.9323009,13.05918934,1745647572000
53.93230315,13.05919352,1745647675000
53.93230554,13.05919783,1745647776000
53.93230753,13.05920129,1745647877000
53.93230986,13.05920508,1745647980000
53.9323122,13.05920862,1745648082000
53.93231468,13.0592122,1745648183000
53.93231736,13.05921538,1745648284000
53.93231998,13.0592187,1745648385000
53.93232244,13.05922162,1745648487000
53.93232501,13.05922454,1745648589000
53.93232501,13.05922454,1745648691000
53.93232764,13.05922719,1745648798000
53.93233265,13.05923234,1745648899000
53.9323352,13.05923472,1745649001000
53.9323376,13.05923671,1745649101000
53.93234025,13.0592386,1745649203000
53.93234257,13.05924013,1745649303000
53.93234501,13.05924152,1745649404000
53.93234501,13.05924152,1745649506000
53.93234999,13.05924309,1745649607000
53.93235225,13.05924368,1745649708000
53.93235456,13.05924416,1745649809000
53.93235668,13.05924443,1745649910000
53.93235893,13.05924413,1745650012000
53.93236089,13.05924406,1745650113000
53.93236289,13.05924385,1745650214000
53.9323646,13.05924352,1745650315000
53.93236626,13.05924286,1745650416000
53.93236779,13.05924232,1745650517000
53.9323693,13.05924158,1745650618000
53.93237059,13.05924055,1745650719000
53.93237182,13.05923933,1745650822000
53.93237293,13.05923756,1745650924000
53.93237399,13.05923613,1745651025000
53.9323749,13.05923463,1745651127000
53.93237571,13.05923294,1745651229000
53.93237647,13.05923107,1745651330000
53.93237695,13.05922911,1745651432000
53.93237724,13.05922702,1745651533000
53.93237741,13.05922465,1745651635000
53.93237741,13.05922201,1745651737000
53.93237727,13.05921925,1745651839000
53.93237699,13.05921641,1745651940000
53.93237657,13.05921327,1745652042000
53.93237594,13.05920979,1745652143000
53.93237522,13.0592063,1745652246000
53.93237444,13.05920284,1745652347000
53.9323735,13.05919907,1745652449000
53.93237254,13.05919533,1745652550000
53.93237147,13.05919109,1745652652000
53.93237024,13.05918705,1745652753000
53.93236884,13.05918269,1745652854000
53.93236741,13.05917836,1745652955000
53.93236567,13.05917343,1745653057000
53.93236413,13.05916897,1745653159000
53.93236245,13.05916418,1745653264000
53.93236084,13.05915956,1745653369000
53.93235748,13.05914986,1745653470000
53.93235566,13.05914483,1745653571000
53.93235391,13.05914003,1745653672000
53.93235209,13.05913492,1745653773000
53.93235026,13.05913008,1745653874000
53.93234827,13.05912498,1745653976000
53.93234628,13.05911996,1745654077000
53.93234414,13.05911467,1745654178000
53.93234206,13.05910961,1745654279000
53.93233984,13.05910428,1745654380000
53.93233758,13.0590992,1745654482000
53.93233513,13.05909377,1745654583000
53.93233287,13.05908857,1745654686000
53.93233071,13.05908341,1745654787000
53.93232842,13.05907804,1745654888000
53.93232597,13.05907237,1745654990000
53.93232352,13.0590666,1745655091000
53.93232109,13.05906089,1745655193000
53.93231881,13.05905556,1745655294000
53.93231641,13.05904999,1745655395000
53.93231392,13.05904472,1745655497000
53.93231141,13.05903913,1745655598000
53.93230913,13.05903415,1745655699000
53.93230677,13.05902902,1745655800000
53.93230456,13.05902413,1745655902000
53.93230238,13.05901963,1745656004000
53.93230015,13.05901496,1745656105000
53.93229791,13.05901031,1745656207000
53.93229594,13.05900629,1745656308000
53.93229385,13.05900255,1745656409000
53.93229225,13.05899901,1745656511000
53.93229069,13.05899552,1745656612000
53.93228932,13.05899241,1745656713000
53.93228808,13.05898926,1745656814000
53.93228698,13.05898681,1745656916000
53.93228591,13.05898449,1745657018000
53.93228492,13.05898264,1745657119000
53.93228407,13.05898162,1745657220000
53.93228319,13.05898053,1745657322000
53.93228319,13.05898053,1745657423000
53.93228243,13.05897975,1745657524000
53.93228172,13.05897894,1745657625000
53.93228136,13.05897928,1745657728000
53.93228119,13.05897921,1745657831000
53.93228119,13.05897921,1745657932000
53.93228072,13.05897957,1745658034000
53.93228072,13.05897957,1745658135000
53.93227977,13.05898111,1745658238000
53.93227924,13.05898198,1745658339000
53.93227924,13.05898198,1745658442000
53.93227796,13.05898405,1745658543000
53.93227726,13.05898508,1745658645000
53.93227726,13.05898508,1745658747000
53.93227585,13.05898622,1745658848000
53.93227585,13.05898622,1745658949000
53.93227465,13.05898584,1745659051000
53.93227429,13.05898588,1745659153000
53.93227429,13.05898588,1745659254000
53.93227362,13.05898588,1745659355000
53.93227314,13.05898556,1745659457000
53.93227289,13.05898562,1745659560000
53.93227265,13.05898563,1745659661000
53.93227245,13.05898579,1745659762000
53.93227227,13.05898648,1745659863000
53.93227214,13.05898667,1745659964000
53.93227203,13.05898687,1745660066000
53.93227194,13.05898791,1745660167000
53.93227191,13.05898805,1745660268000
53.93227189,13.0589882,1745660368000
53.93227189,13.0589882,1745660470000
53.93227215,13.05898802,1745660571000
53.932273,13.05898718,1745660671000
53.9322731,13.05898706,1745660773000
53.93227325,13.05898695,1745660874000
53.93227336,13.05898683,1745660975000
53.93227349,13.058987,1745661076000
53.93227367,13.05898686,1745661177000
53.93227367,13.05898703,1745661278000
53.93227366,13.05898723,1745661380000
53.93227304,13.05898797,1745661481000
53.93227281,13.05898818,1745661582000
53.93227256,13.05898861,1745661683000
53.93227231,13.05898906,1745661784000
53.93227175,13.0589897,1745661885000
53.93227151,13.05898997,1745661986000
53.93227143,13.05899031,1745662088000
53.93227143,13.05899031,1745662189000
53.9322718,13.05899046,1745662290000
53.93227192,13.05899038,1745662392000
53.93227192,13.05899038,1745662494000
53.93227216,13.05899015,1745662595000
53.93227225,13.05899007,1745662696000
53.93227225,13.05899007,1745662797000
53.93227253,13.05899011,1745662898000
53.93227253,13.05899011,1745662999000
53.93227217,13.0589912,1745663100000
53.9322719,13.05899275,1745663201000
53.93227172,13.05899355,1745663303000
53.93227172,13.05899355,1745663404000
53.93227172,13.05899355,1745663507000
53.9322715,13.05899491,1745663611000
53.9322715,13.05899491,1745663712000
53.9322715,13.05899491,1745663813000
53.9322715,13.05899491,1745663914000
53.93227211,13.05899631,1745664016000
53.93227211,13.05899631,1745664117000
53.93227205,13.05899598,1745664220000
53.93227205,13.05899598,1745664321000
53.93227205,13.05899598,1745664423000
53.93227205,13.05899598,1745664525000
53.93227234,13.05899538,1745664626000
53.93227234,13.05899538,1745664727000
53.93227234,13.05899538,1745664829000
53.93227234,13.05899538,1745664930000
53.93227234,13.05899538,1745665031000
53.93227311,13.0589964,1745665132000
53.93227316,13.05899657,1745665233000
53.93227316,13.05899657,1745665335000
53.93227316,13.05899657,1745665436000
53.93227316,13.05899657,1745665538000
53.93227316,13.05899657,1745665639000
53.93227316,13.05899657,1745665740000
53.93227316,13.05899657,1745665841000
53.93227385,13.05899658,1745665943000
53.93227385,13.05899658,1745666046000
53.93227398,13.05899665,1745666147000
53.93227398,13.05899665,1745666248000
53.93227409,13.0589969,1745666350000
53.93227409,13.0589969,1745666452000
53.93227419,13.05899707,1745666554000
53.93227419,13.05899707,1745666657000
53.93227419,13.05899707,1745666758000
53.93227425,13.05899746,1745666860000
53.93227425,13.05899746,1745666961000
53.93227439,13.05899717,1745667064000
53.93227439,13.05899717,1745667164000
53.9322743,13.05899697,1745667265000
53.93227439,13.05899694,1745667367000
53.93227436,13.058997,1745667468000
53.93227436,13.058997,1745667569000
53.93227428,13.05899719,1745667672000
53.93227427,13.05899731,1745667774000
53.93227427,13.05899731,1745667875000
53.93227414,13.05899779,1745667976000
53.93227414,13.05899779,1745668078000
53.93227414,13.05899779,1745668179000
53.93227414,13.05899779,1745668280000
53.93227414,13.05899779,1745668381000
53.93227414,13.05899779,1745668482000
53.93227399,13.05899774,1745668583000
53.93227399,13.05899774,1745668684000
